Timestamp,Frame_ID,Predicted_Class,Confidence_Score,Processing_Time_ms
2026-06-04 22:26:06.998,5,0,100.00,28.58
2026-06-04 22:26:07.029,6,0,100.00,27.68
2026-06-04 22:26:07.058,7,0,100.00,26.19
2026-06-04 22:26:07.107,8,0,100.00,38.80
2026-06-04 22:26:07.153,9,0,100.00,39.08
2026-06-04 22:26:07.193,10,0,100.00,33.24
2026-06-04 22:26:07.238,11,0,100.00,41.87
2026-06-04 22:26:07.289,12,0,100.00,37.30
2026-06-04 22:26:07.321,13,0,100.00,28.28
2026-06-04 22:26:07.358,14,0,100.00,27.89
2026-06-04 22:26:07.411,15,0,100.00,35.19
2026-06-04 22:26:07.451,16,0,100.00,28.06
2026-06-04 22:26:07.485,17,0,100.00,30.51
2026-06-04 22:26:07.534,18,0,100.00,30.44
2026-06-04 22:26:07.585,19,0,100.00,35.75
2026-06-04 22:26:07.615,20,0,100.00,26.75
2026-06-04 22:26:07.668,21,0,100.00,41.91
2026-06-04 22:26:07.721,22,0,100.00,34.00
2026-06-04 22:26:07.763,23,0,100.00,29.96
2026-06-04 22:26:07.805,24,0,100.00,25.38
2026-06-04 22:26:07.847,25,0,100.00,35.07
2026-06-04 22:26:07.876,26,0,100.00,25.96
2026-06-04 22:26:07.925,27,0,100.00,34.16
2026-06-04 22:26:07.958,28,0,100.00,29.20
2026-06-04 22:26:07.989,29,0,100.00,27.88
2026-06-04 22:26:08.019,30,0,100.00,27.50
2026-06-04 22:26:08.051,31,0,100.00,27.85
2026-06-04 22:26:08.081,32,0,100.00,27.52
2026-06-04 22:26:08.113,33,0,100.00,28.84
2026-06-04 22:26:08.145,34,0,100.00,28.03
2026-06-04 22:26:08.175,35,0,100.00,26.80
2026-06-04 22:26:08.217,36,0,100.00,30.98
2026-06-04 22:26:08.266,37,0,100.00,33.03
2026-06-04 22:26:08.313,38,0,100.00,32.58
2026-06-04 22:26:08.361,39,0,100.00,32.46
2026-06-04 22:26:08.407,40,0,100.00,29.93
2026-06-04 22:26:08.457,41,0,100.00,35.52
2026-06-04 22:26:08.490,42,0,100.00,30.46
2026-06-04 22:26:08.529,43,0,100.00,28.90
2026-06-04 22:26:08.578,44,0,100.00,31.76
2026-06-04 22:26:08.611,45,0,100.00,29.21
2026-06-04 22:26:08.644,46,0,100.00,29.04
2026-06-04 22:26:08.677,47,0,100.00,29.49
2026-06-04 22:26:08.705,48,0,100.00,25.03
2026-06-04 22:26:08.740,49,0,100.00,29.76
2026-06-04 22:26:08.773,50,0,100.00,30.33
2026-06-04 22:26:08.804,51,0,100.00,28.05
2026-06-04 22:26:08.845,52,0,100.00,37.06
2026-06-04 22:26:08.883,53,0,100.00,28.31
2026-06-04 22:26:08.918,54,0,100.00,31.97
2026-06-04 22:26:08.947,55,0,100.00,25.60
2026-06-04 22:26:08.976,56,0,100.00,24.80
2026-06-04 22:26:09.006,57,0,100.00,26.51
2026-06-04 22:26:09.037,58,0,100.00,26.89
2026-06-04 22:26:09.069,59,0,100.00,28.54
2026-06-04 22:26:09.099,60,0,100.00,26.28
2026-06-04 22:26:09.131,61,0,100.00,25.74
2026-06-04 22:26:09.165,62,0,100.00,28.19
2026-06-04 22:26:09.197,63,0,100.00,27.57
2026-06-04 22:26:09.229,64,0,100.00,28.32
2026-06-04 22:26:09.266,65,0,100.00,33.12
2026-06-04 22:26:09.321,66,0,100.00,42.32
2026-06-04 22:26:09.353,67,0,100.00,27.99
2026-06-04 22:26:09.383,68,0,100.00,27.75
2026-06-04 22:26:09.412,69,0,100.00,26.29
2026-06-04 22:26:09.443,70,0,100.00,27.27
2026-06-04 22:26:09.487,71,0,100.00,39.13
