Timestamp,Frame_ID,Predicted_Class,Confidence_Score,Processing_Time_ms
2026-06-04 22:40:11.792,2,1,100.00,29.73
2026-06-04 22:40:11.830,3,1,100.00,33.74
2026-06-04 22:40:11.878,4,1,100.00,29.58
2026-06-04 22:40:11.926,5,1,100.00,29.96
2026-06-04 22:40:11.979,6,1,100.00,35.84
2026-06-04 22:40:12.014,7,1,100.00,32.04
2026-06-04 22:40:12.046,8,1,100.00,25.01
2026-06-04 22:40:12.081,9,1,100.00,28.67
2026-06-04 22:40:12.109,10,1,100.00,24.33
2026-06-04 22:40:12.141,11,1,100.00,25.12
2026-06-04 22:40:12.173,12,1,100.00,25.22
2026-06-04 22:40:12.204,13,1,100.00,25.87
2026-06-04 22:40:12.238,14,1,100.00,27.88
2026-06-04 22:40:12.286,15,1,100.00,30.12
2026-06-04 22:40:12.325,16,1,100.00,35.30
2026-06-04 22:40:12.362,17,1,100.00,26.58
2026-06-04 22:40:12.395,18,1,100.00,28.81
2026-06-04 22:40:12.429,19,1,100.00,30.97
2026-06-04 22:40:12.471,20,1,100.00,26.78
2026-06-04 22:40:12.504,21,1,100.00,28.30
2026-06-04 22:40:12.534,22,1,100.00,27.22
2026-06-04 22:40:12.570,23,1,100.00,31.34
2026-06-04 22:40:12.614,24,1,100.00,28.91
2026-06-04 22:40:12.644,25,1,100.00,27.76
2026-06-04 22:40:12.677,26,1,100.00,27.19
2026-06-04 22:40:12.708,27,1,100.00,26.61
2026-06-04 22:40:12.740,28,1,100.00,27.47
2026-06-04 22:40:12.768,29,1,100.00,25.63
2026-06-04 22:40:12.801,30,1,100.00,24.33
2026-06-04 22:40:12.833,31,1,100.00,25.31
2026-06-04 22:40:12.865,32,1,100.00,26.95
2026-06-04 22:40:12.895,33,1,100.00,26.04
2026-06-04 22:40:12.926,34,1,100.00,25.51
2026-06-04 22:40:12.960,35,1,100.00,26.64
2026-06-04 22:40:12.990,36,1,100.00,26.30
2026-06-04 22:40:13.020,37,1,100.00,25.25
2026-06-04 22:40:13.053,38,1,100.00,27.58
2026-06-04 22:40:13.085,39,1,100.00,28.95
2026-06-04 22:40:13.131,40,1,100.00,27.40
2026-06-04 22:40:13.163,41,1,100.00,27.11
2026-06-04 22:40:13.192,42,1,100.00,25.20
2026-06-04 22:40:13.225,43,1,100.00,27.03
2026-06-04 22:40:13.256,44,1,100.00,26.15
2026-06-04 22:40:13.288,45,1,100.00,29.07
