Timestamp,Frame_ID,Predicted_Class,Confidence_Score,Processing_Time_ms
2026-06-04 22:28:46.743,4,0,100.00,35.16
2026-06-04 22:28:46.786,5,0,100.00,39.12
2026-06-04 22:28:46.820,6,0,99.81,30.59
2026-06-04 22:28:46.855,7,0,99.81,31.31
2026-06-04 22:28:46.888,8,0,100.00,28.61
2026-06-04 22:28:46.916,9,0,100.00,25.12
2026-06-04 22:28:46.960,10,0,100.00,40.78
2026-06-04 22:28:46.999,11,0,99.99,36.19
2026-06-04 22:28:47.037,12,0,100.00,34.44
2026-06-04 22:28:47.066,13,0,100.00,26.14
2026-06-04 22:28:47.105,14,0,100.00,35.06
2026-06-04 22:28:47.143,15,0,100.00,34.08
2026-06-04 22:28:47.186,16,0,100.00,38.19
2026-06-04 22:28:47.221,17,0,100.00,32.51
2026-06-04 22:28:47.251,18,0,100.00,27.30
2026-06-04 22:28:47.294,19,0,100.00,32.39
2026-06-04 22:28:47.329,20,0,100.00,31.36
2026-06-04 22:28:47.362,21,0,100.00,28.23
2026-06-04 22:28:47.395,22,0,100.00,30.66
2026-06-04 22:28:47.430,23,0,100.00,30.80
2026-06-04 22:28:47.465,24,0,100.00,31.89
2026-06-04 22:28:47.497,25,0,100.00,29.83
2026-06-04 22:28:47.530,26,0,100.00,28.13
2026-06-04 22:28:47.560,27,0,100.00,27.24
2026-06-04 22:28:47.590,28,0,100.00,26.97
2026-06-04 22:28:47.620,29,0,100.00,26.61
2026-06-04 22:28:47.650,30,0,100.00,26.31
2026-06-04 22:28:47.682,31,0,100.00,28.96
2026-06-04 22:28:47.712,32,0,100.00,27.24
2026-06-04 22:28:47.742,33,0,100.00,28.31
2026-06-04 22:28:47.779,34,0,100.00,32.73
2026-06-04 22:28:47.812,35,0,100.00,29.73
2026-06-04 22:28:47.844,36,0,100.00,27.96
2026-06-04 22:28:47.875,37,0,100.00,28.45
2026-06-04 22:28:47.910,38,0,100.00,30.82
2026-06-04 22:28:47.939,39,0,100.00,26.18
2026-06-04 22:28:47.970,40,0,99.99,26.09
2026-06-04 22:28:48.001,41,0,99.99,27.09
2026-06-04 22:28:48.031,42,0,100.00,26.34
2026-06-04 22:28:48.064,43,0,100.00,29.18
2026-06-04 22:28:48.095,44,0,100.00,27.99
2026-06-04 22:28:48.123,45,0,100.00,24.13
2026-06-04 22:28:48.150,46,0,100.00,23.70
2026-06-04 22:28:48.181,47,0,100.00,27.54
2026-06-04 22:28:48.211,48,0,100.00,26.16
2026-06-04 22:28:48.241,49,0,100.00,27.18
2026-06-04 22:28:48.271,50,0,100.00,26.68
2026-06-04 22:28:48.304,51,0,100.00,29.87
2026-06-04 22:28:48.336,52,0,100.00,27.97
2026-06-04 22:28:48.367,53,0,100.00,28.37
2026-06-04 22:28:48.397,54,0,100.00,28.10
2026-06-04 22:28:48.427,55,0,100.00,26.40
2026-06-04 22:28:48.458,56,0,100.00,28.50
2026-06-04 22:28:48.495,57,0,100.00,32.22
2026-06-04 22:28:48.526,58,0,100.00,28.74
2026-06-04 22:28:48.556,59,0,100.00,26.40
2026-06-04 22:28:48.590,60,0,100.00,30.68
2026-06-04 22:28:48.621,61,0,100.00,27.32
2026-06-04 22:28:48.654,62,0,100.00,29.15
2026-06-04 22:28:48.685,63,0,100.00,27.07
2026-06-04 22:28:48.718,64,0,100.00,28.30
2026-06-04 22:28:48.749,65,0,99.94,28.14
2026-06-04 22:28:48.787,66,0,99.94,36.03
2026-06-04 22:28:48.815,67,0,99.73,24.64
2026-06-04 22:28:48.841,68,0,99.73,23.70
2026-06-04 22:28:48.869,69,0,99.98,24.57
2026-06-04 22:28:48.899,70,0,99.98,26.19
2026-06-04 22:28:48.927,71,0,99.98,24.28
2026-06-04 22:28:48.958,72,0,100.00,28.10
2026-06-04 22:28:48.989,73,0,100.00,27.99
2026-06-04 22:28:49.018,74,0,98.31,25.44
2026-06-04 22:28:49.050,75,0,58.10,27.34
2026-06-04 22:28:49.086,76,0,58.10,33.00
2026-06-04 22:28:49.115,77,0,99.92,25.43
2026-06-04 22:28:49.145,78,0,98.56,26.73
2026-06-04 22:28:49.183,79,0,98.56,35.40
2026-06-04 22:28:49.229,80,0,99.08,41.93
2026-06-04 22:28:49.260,81,0,99.68,28.21
2026-06-04 22:28:49.291,82,0,99.68,29.32
2026-06-04 22:28:49.322,83,1,93.52,26.91
2026-06-04 22:28:49.351,84,1,93.52,24.96
2026-06-04 22:28:49.380,85,0,99.31,26.50
2026-06-04 22:28:49.415,86,1,98.72,29.50
2026-06-04 22:28:49.445,87,1,98.72,27.34
2026-06-04 22:28:49.478,88,0,78.89,30.16
2026-06-04 22:28:49.509,89,0,99.60,28.00
2026-06-04 22:28:49.539,90,0,99.60,26.51
2026-06-04 22:28:49.569,91,1,99.58,26.81
2026-06-04 22:28:49.603,92,0,99.97,30.30
2026-06-04 22:28:49.634,93,0,99.97,28.18
2026-06-04 22:28:49.665,94,0,99.23,27.70
2026-06-04 22:28:49.697,95,0,99.23,29.91
2026-06-04 22:28:49.731,96,0,99.67,30.02
2026-06-04 22:28:49.761,97,0,99.99,27.36
2026-06-04 22:28:49.798,98,0,99.99,32.44
2026-06-04 22:28:49.831,99,0,100.00,29.66
2026-06-04 22:28:49.862,100,0,99.97,29.31
2026-06-04 22:28:49.893,101,0,99.97,26.51
2026-06-04 22:28:49.922,102,0,100.00,25.62
2026-06-04 22:28:49.958,103,0,100.00,32.22
2026-06-04 22:28:49.992,104,0,100.00,30.58
2026-06-04 22:28:50.040,105,1,62.05,44.51
2026-06-04 22:28:50.073,106,0,96.52,30.61
2026-06-04 22:28:50.103,107,0,99.93,26.73
2026-06-04 22:28:50.137,108,0,99.93,29.69
2026-06-04 22:28:50.174,109,1,96.53,33.05
2026-06-04 22:28:50.206,110,1,77.22,29.93
2026-06-04 22:28:50.240,111,1,77.22,30.21
2026-06-04 22:28:50.277,112,0,99.90,34.06
2026-06-04 22:28:50.311,113,0,94.55,31.37
2026-06-04 22:28:50.342,114,0,94.55,27.93
2026-06-04 22:28:50.371,115,0,99.91,26.10
2026-06-04 22:28:50.403,116,1,100.00,28.43
2026-06-04 22:28:50.439,117,1,100.00,31.98
2026-06-04 22:28:50.471,118,1,100.00,28.44
2026-06-04 22:28:50.507,119,1,99.12,32.15
2026-06-04 22:28:50.536,120,1,99.12,26.26
2026-06-04 22:28:50.567,121,0,94.25,26.86
2026-06-04 22:28:50.600,122,0,94.25,29.67
2026-06-04 22:28:50.632,123,1,100.00,28.27
2026-06-04 22:28:50.663,124,1,99.14,28.54
2026-06-04 22:28:50.699,125,1,99.14,31.48
2026-06-04 22:28:50.735,126,1,99.48,32.40
2026-06-04 22:28:50.768,127,1,99.68,29.97
2026-06-04 22:28:50.804,128,1,94.59,33.70
2026-06-04 22:28:50.835,129,1,94.59,27.92
2026-06-04 22:28:50.866,130,1,84.79,27.57
2026-06-04 22:28:50.903,131,0,94.07,33.83
2026-06-04 22:28:50.939,132,0,94.07,33.02
2026-06-04 22:28:50.971,133,0,99.96,29.38
2026-06-04 22:28:51.000,134,0,99.92,25.95
2026-06-04 22:28:51.037,135,0,99.92,32.46
2026-06-04 22:28:51.069,136,0,86.97,29.85
2026-06-04 22:28:51.102,137,1,99.73,29.18
2026-06-04 22:28:51.138,138,1,99.73,32.56
2026-06-04 22:28:51.171,139,1,100.00,29.35
2026-06-04 22:28:51.203,140,1,90.13,28.71
2026-06-04 22:28:51.235,141,1,90.13,28.26
2026-06-04 22:28:51.267,142,1,100.00,28.93
2026-06-04 22:28:51.299,143,1,99.85,28.68
2026-06-04 22:28:51.332,144,1,99.85,29.73
2026-06-04 22:28:51.367,145,0,99.99,31.12
2026-06-04 22:28:51.397,146,0,99.96,27.44
2026-06-04 22:28:51.426,147,0,99.96,25.97
2026-06-04 22:28:51.457,148,0,100.00,28.78
2026-06-04 22:28:51.490,149,0,100.00,29.85
2026-06-04 22:28:51.523,150,1,86.06,28.39
2026-06-04 22:28:51.556,151,0,100.00,30.30
2026-06-04 22:28:51.587,152,0,100.00,27.98
2026-06-04 22:28:51.620,153,0,97.75,30.42
2026-06-04 22:28:51.655,154,1,75.18,32.66
2026-06-04 22:28:51.698,155,1,75.18,38.92
2026-06-04 22:28:51.730,156,0,99.99,29.12
2026-06-04 22:28:51.767,157,0,99.60,34.33
2026-06-04 22:28:51.798,158,0,100.00,28.22
2026-06-04 22:28:51.827,159,0,100.00,25.79
